year bbage srfage frklen sex useage usesize estwt
2017 11 NA 770 F 11 77 8.96057839996833
2017 13 NA 850 F 13 85 12.3430763038242
2017 12 NA 990 F 12 99 20.2285207337528
2017 11 NA 840 F 11 84 11.87875653776
2017 13 NA 860 F 13 86 12.8197948820787
2017 14 NA 1060 F 14 100 25.2404502582405
2017 5 5 450 M 5 45 1.57222478772641
2017 5 5 470 F 5 47 1.81010244152883
2017 5 5 470 F 5 47 1.81010244152883
2017 5 5 500 M 5 50 2.211917417832
2017 8 NA 610 M 8 61 4.21283800732392
2017 9 NA 710 M 9 71 6.8894276594403
2017 10 NA 740 F 10 74 7.87801614281138
2017 9 NA 690 F 9 69 6.28025312728565
2017 15 NA 840 F 15 84 11.87875653776
2017 16 NA 900 F 15 90 14.8542874913799
2017 12 NA 760 F 12 76 8.58899071880831
2017 17 NA 790 M 15 79 9.73683633858673
2017 22 NA 890 M 15 89 14.3261573204744
2017 5 5 780 M 5 78 9.34313463667172
2017 12 NA 840 F 12 84 11.87875653776
2017 11 NA 860 F 11 86 12.8197948820787
2017 13 NA 870 F 13 87 13.3090934029129
2017 13 NA 890 F 13 89 14.3261573204744
2017 NA 4 470 M 4 47 1.81010244152883
2017 5 5 500 F 5 50 2.211917417832
2017 NA 3 510 F 3 51 2.35848688194142
2017 6 NA 520 M 6 52 2.51163732167706
2017 5 5 530 M 5 53 2.67152911726058
2017 14 NA 720 M 14 72 7.2088067426723
2017 17 NA 800 M 15 80 10.1418609605819
2017 5 5 470 M 5 47 1.81010244152883
2017 5 5 500 M 5 50 2.211917417832
2017 5 5 500 F 5 50 2.211917417832
2017 6 5 510 M 6 51 2.35848688194142
2017 5 5 530 M 5 53 2.67152911726058
2017 5 5 550 M 5 55 3.01218199620338
2017 6 NA 590 M 6 59 3.7815218329537
2017 8 NA 590 M 8 59 3.7815218329537
2017 5 NA 590 F 5 59 3.7815218329537
2017 NA NA 600 F NA 60 3.99315479237928
2017 7 NA 630 M 7 63 4.67702266680861
2017 8 NA 630 M 8 63 4.67702266680861
2017 9 NA 710 F 9 71 6.8894276594403
2017 5 NA 650 F 5 65 5.17541726142047
2017 12 NA 670 M 12 67 5.70937350361754
2017 12 NA 680 F 12 68 5.99011239926265
2017 12 NA 750 M 12 75 8.22819523409709
2017 NA NA 750 M NA 75 8.22819523409709
2017 11 NA 790 F 11 79 9.73683633858673
2017 12 NA 800 F 12 80 10.1418609605819
2017 12 NA 810 F 12 81 10.5583864974726
2017 12 NA 810 F 12 81 10.5583864974726
2017 11 NA 850 F 11 85 12.3430763038242
2017 5 NA 580 F 5 58 3.57777309311576
2017 12 NA 820 F 12 82 10.9865914788831
2017 14 NA 880 F 14 88 13.8111535029212
2017 13 NA 940 F 13 94 17.1017415990498
2017 13 NA 670 M 13 67 5.70937350361754
2017 12 NA 680 M 12 68 5.99011239926265
2017 8 NA 730 F 8 73 7.53827820362566
2017 11 NA 650 M 11 65 5.17541726142047
2017 12 NA 780 F 12 78 9.34313463667172
2017 13 NA 1070 F 13 100 26.020134321767
2017 6 NA 600 F 6 60 3.99315479237928
2017 10 NA 750 F 10 75 8.22819523409709
2017 5 5 510 M 5 51 2.35848688194142
2017 9 NA 610 M 9 61 4.21283800732392
2017 9 NA 740 M 9 74 7.87801614281138
2017 14 NA 740 F 14 74 7.87801614281138
2017 18 NA 760 M 15 76 8.58899071880831
2017 8 NA 730 M 8 73 7.53827820362566
2017 17 NA 810 M 15 81 10.5583864974726
2017 9 NA 830 F 9 83 11.4266549642213
2017 11 NA 870 F 11 87 13.3090934029129
2017 13 NA 880 F 13 88 13.8111535029212
2017 14 NA 990 F 14 99 20.2285207337528
2017 18 NA 760 M 15 76 8.58899071880831
2017 12 NA 820 F 12 82 10.9865914788831
2017 11 NA 850 F 11 85 12.3430763038242
2017 12 NA 960 F 12 96 18.30901116466
2017 12 NA 720 F 12 72 7.2088067426723
2017 20 NA 770 M 15 77 8.96057839996833
2017 15 NA 770 M 15 77 8.96057839996833
2017 15 NA 790 M 15 79 9.73683633858673
2017 11 NA 790 M 11 79 9.73683633858673
2017 18 NA 790 M 15 79 9.73683633858673
2017 17 NA 910 F 15 91 15.3957271446278
2017 NA 3 410 M 3 41 1.1628556041983
2017 5 NA 560 F 5 56 3.19326750770033
2017 21 NA 780 M 15 78 9.34313463667172
2017 9 NA 850 F 9 85 12.3430763038242
2017 13 NA 680 M 13 68 5.99011239926265
2017 12 NA 950 F 12 95 17.6982601909338
2017 6 NA 540 M 6 54 2.83832339091605
2017 13 NA 750 M 13 75 8.22819523409709
2017 16 NA 770 M 15 77 8.96057839996833
2017 13 NA 800 M 13 80 10.1418609605819
2017 12 NA 800 F 12 80 10.1418609605819
2017 12 NA 830 F 12 83 11.4266549642213
2017 11 NA 870 F 11 87 13.3090934029129
2017 22 NA 880 M 15 88 13.8111535029212
2017 19 NA 920 M 15 92 15.9506598982204
2017 13 NA 970 F 13 97 18.9341805234779
2017 5 NA 510 F 5 51 2.35848688194142
2017 9 NA 640 M 9 64 4.92185947783189
2017 11 NA 680 M 11 68 5.99011239926265
2017 12 NA 700 F 12 70 6.57996743281805
2017 9 NA 620 M 9 62 4.44073817924345
2017 11 NA 800 F 11 80 10.1418609605819
2017 NA 2 310 M 2 31 0.470021779587962
2017 NA 2 320 M 2 32 0.520945180120153
2017 5 NA 550 M 5 55 3.01218199620338
2017 12 NA 870 F 12 87 13.3090934029129
2017 12 NA 820 F 12 82 10.9865914788831
2017 12 NA 820 F 12 82 10.9865914788831
2017 NA 4 480 M 4 48 1.93788367220863
2017 11 NA 660 F 11 66 5.43786530034535
2017 8 NA 660 M 8 66 5.43786530034535
2017 16 NA 790 M 15 79 9.73683633858673
2017 NA 3 380 M 3 38 0.909085953634524
2017 NA 4 400 M 4 40 1.07344665337566
2017 NA 4 430 M 4 43 1.35688765273116
2017 NA 4 430 F 4 43 1.35688765273116
2017 5 5 450 F 5 45 1.57222478772641
2017 5 5 460 M 5 46 1.68826831223838
2017 NA 4 460 F 4 46 1.68826831223838
2017 NA 4 470 M 4 47 1.81010244152883
2017 6 6 470 F 6 47 1.81010244152883
2017 NA 4 470 F 4 47 1.81010244152883
2017 NA 4 480 M 4 48 1.93788367220863
2017 NA 4 480 F 4 48 1.93788367220863
2017 5 5 500 F 5 50 2.211917417832
2017 9 NA 830 M 9 83 11.4266549642213
2017 12 NA 770 F 12 77 8.96057839996833
2017 12 NA 790 F 12 79 9.73683633858673
2017 13 NA 820 M 13 82 10.9865914788831
2017 11 NA 820 F 11 82 10.9865914788831
2017 14 NA 870 F 14 87 13.3090934029129
2017 11 NA 640 F 11 64 4.92185947783189
2017 8 NA 670 F 8 67 5.70937350361754
2017 12 NA 740 F 12 74 7.87801614281138
2017 13 NA 760 F 13 76 8.58899071880831
2017 11 NA 770 F 11 77 8.96057839996833
2017 11 NA 780 F 11 78 9.34313463667172
2017 12 NA 780 F 12 78 9.34313463667172
2017 14 NA 810 F 14 81 10.5583864974726
2017 13 NA 840 F 13 84 11.87875653776
2017 15 NA 860 F 15 86 12.8197948820787
2017 18 NA 800 M 15 80 10.1418609605819
2017 5 NA 660 F 5 66 5.43786530034535
2017 NA 4 450 M 4 45 1.57222478772641
2017 5 5 510 F 5 51 2.35848688194142
2017 5 NA 520 F 5 52 2.51163732167706
2017 7 NA 630 M 7 63 4.67702266680861
2017 9 NA 640 M 9 64 4.92185947783189
2017 9 NA 640 F 9 64 4.92185947783189
2017 9 NA 700 F 9 70 6.57996743281805
2017 15 NA 710 M 15 71 6.8894276594403
2017 13 NA 750 M 13 75 8.22819523409709
2017 16 NA 750 M 15 75 8.22819523409709
2017 13 NA 1000 F 13 100 20.898065905182
2017 8 NA 710 F 8 71 6.8894276594403
2017 11 NA 720 M 11 72 7.2088067426723
2017 14 NA 730 M 14 73 7.53827820362566
2017 17 NA 790 M 15 79 9.73683633858673
2017 8 NA 620 M 8 62 4.44073817924345
2017 11 NA 640 M 11 64 4.92185947783189
2017 5 5 480 M 5 48 1.93788367220863
2017 5 5 520 F 5 52 2.51163732167706
2017 6 NA 550 F 6 55 3.01218199620338
2017 12 NA 700 M 12 70 6.57996743281805
2017 11 NA 820 F 11 82 10.9865914788831
2017 9 NA 700 M 9 70 6.57996743281805
2017 NA 3 390 M 3 39 0.988906932046717
2017 NA 3 400 M 3 40 1.07344665337566
2017 NA 3 400 F 3 40 1.07344665337566
2017 NA 3 410 F 3 41 1.1628556041983
2017 NA 3 420 F 3 42 1.2572851768805
2017 NA 4 430 M 4 43 1.35688765273116
2017 NA 4 430 F 4 43 1.35688765273116
2017 NA 4 490 F 4 49 2.07176930216352
2017 NA 4 500 M 4 50 2.211917417832
2017 5 5 500 M 5 50 2.211917417832
2017 5 5 510 M 5 51 2.35848688194142
2017 5 5 540 M 5 54 2.83832339091605
2017 5 NA 560 F 5 56 3.19326750770033
2017 12 NA 720 M 12 72 7.2088067426723
2017 6 6 520 M 6 52 2.51163732167706
2017 6 NA 560 M 6 56 3.19326750770033
2017 6 6 560 M 6 56 3.19326750770033
2017 5 NA 570 F 5 57 3.38174321101546
2017 6 NA 600 M 6 60 3.99315479237928
2017 12 NA 630 M 12 63 4.67702266680861
2017 NA 3 430 M 3 43 1.35688765273116
2017 5 5 500 M 5 50 2.211917417832
2017 12 NA 610 M 12 61 4.21283800732392
2017 NA 2 320 M 2 32 0.520945180120153
2017 5 5 500 M 5 50 2.211917417832
2017 6 NA 570 M 6 57 3.38174321101546
2017 17 NA 750 M 15 75 8.22819523409709
2017 NA 3 310 M 3 31 0.470021779587962
2017 NA 3 320 F 3 32 0.520945180120153
2017 NA 3 390 M 3 39 0.988906932046717
2017 NA 3 420 M 3 42 1.2572851768805
2017 5 5 480 M 5 48 1.93788367220863
2017 6 NA 500 M 6 50 2.211917417832
2017 4 NA 530 M 4 53 2.67152911726058
2017 4 NA 530 F 4 53 2.67152911726058
2017 6 NA 570 M 6 57 3.38174321101546
2017 5 5 560 F 5 56 3.19326750770033
2017 6 NA 580 F 6 58 3.57777309311576
2017 5 NA 520 M 5 52 2.51163732167706
2017 15 NA 770 M 15 77 8.96057839996833
2017 14 NA 850 F 14 85 12.3430763038242
2017 12 NA 930 F 12 93 16.5192698550825
2017 NA NA 710 M NA 71 6.8894276594403
2017 20 NA 840 M 15 84 11.87875653776
2017 14 NA 940 F 14 94 17.1017415990498
2017 13 NA 650 M 13 65 5.17541726142047
2017 9 NA 700 M 9 70 6.57996743281805
2017 12 NA 730 M 12 73 7.53827820362566
2017 NA 2 210 F 2 21 0.133075041228306
2017 NA 2 260 F 2 26 0.265839641060603
2017 8 NA 600 M 8 60 3.99315479237928
2017 7 NA 630 M 7 63 4.67702266680861
2017 NA 3 320 M 3 32 0.520945180120153
2017 NA 3 330 M 3 33 0.575560869040784
2017 NA 3 330 F 3 33 0.575560869040784
2017 5 5 450 M 5 45 1.57222478772641
2017 5 5 500 M 5 50 2.211917417832
2017 5 NA 540 M 5 54 2.83832339091605
2017 NA 4 470 M 4 47 1.81010244152883
2017 7 NA 570 M 7 57 3.38174321101546
2017 5 NA 500 F 5 50 2.211917417832
2017 13 NA 900 M 13 90 14.8542874913799
2017 NA 4 410 M 4 41 1.1628556041983
2017 NA 3 440 M 3 44 1.46181618586472
2017 13 NA 740 M 13 74 7.87801614281138
2017 NA NA 760 M NA 76 8.58899071880831
2017 10 NA 740 M 10 74 7.87801614281138
2017 14 NA 780 M 14 78 9.34313463667172
2017 15 NA 810 M 15 81 10.5583864974726
2017 NA 4 550 M 4 55 3.01218199620338
2017 9 NA 620 M 9 62 4.44073817924345
2017 6 NA 580 F 6 58 3.57777309311576
2017 8 NA 610 M 8 61 4.21283800732392
2017 8 NA 610 M 8 61 4.21283800732392
2017 10 NA 640 M 10 64 4.92185947783189
2017 7 NA 640 F 7 64 4.92185947783189
2017 9 NA 680 M 9 68 5.99011239926265
2017 12 NA 690 M 12 69 6.28025312728565
2017 13 NA 750 M 13 75 8.22819523409709
2017 5 5 530 M 5 53 2.67152911726058
2017 NA 4 450 M 4 45 1.57222478772641
2017 4 5 480 F 4 48 1.93788367220863
2017 12 NA 660 M 12 66 5.43786530034535
2017 13 NA 660 M 13 66 5.43786530034535
2017 12 NA 720 M 12 72 7.2088067426723
2017 14 NA 780 M 14 78 9.34313463667172
2017 NA 2 350 F 2 35 0.696444572404597
2017 NA 3 380 M 3 38 0.909085953634524
2017 NA 4 390 F 4 39 0.988906932046717
2017 NA 3 400 M 3 40 1.07344665337566
2017 NA 3 420 M 3 42 1.2572851768805
2017 NA 3 420 M 3 42 1.2572851768805
2017 NA 3 430 M 3 43 1.35688765273116
2017 NA 3 440 F 3 44 1.46181618586472
2017 NA 3 450 F 3 45 1.57222478772641
2017 NA 4 490 M 4 49 2.07176930216352
2017 5 5 500 F 5 50 2.211917417832
2017 5 5 510 M 5 51 2.35848688194142
2017 10 NA 660 M 10 66 5.43786530034535
2017 11 NA 750 M 11 75 8.22819523409709
2017 18 NA 770 M 15 77 8.96057839996833
2017 12 NA 850 M 12 85 12.3430763038242
2017 11 NA 730 M 11 73 7.53827820362566
2017 16 NA 780 M 15 78 9.34313463667172
2017 9 NA 710 M 9 71 6.8894276594403
2017 11 NA 790 M 11 79 9.73683633858673
2017 12 NA 860 M 12 86 12.8197948820787
2017 13 NA 720 M 13 72 7.2088067426723
2017 12 NA 670 M 12 67 5.70937350361754
2017 11 NA 820 F 11 82 10.9865914788831
2017 10 NA 700 M 10 70 6.57996743281805
2017 9 NA 720 M 9 72 7.2088067426723
2017 11 NA 830 F 11 83 11.4266549642213
2017 14 NA 790 M 14 79 9.73683633858673
2017 9 NA 750 M 9 75 8.22819523409709
2017 NA NA 800 M NA 80 10.1418609605819
2017 6 NA 560 M 6 56 3.19326750770033
2017 6 NA 610 F 6 61 4.21283800732392
2017 NA 2 280 M 2 28 0.337985536658103
2017 NA 3 300 F 3 30 0.422648137748139
2017 NA 2 300 F 2 30 0.422648137748139
2017 NA 2 310 F 2 31 0.470021779587962
2017 NA 2 340 F 2 34 0.634012449325038
2017 NA 3 370 F 3 37 0.833834154955231
2017 NA 3 380 F 3 38 0.909085953634524
2017 NA 4 420 F 4 42 1.2572851768805
2017 NA 3 420 F 3 42 1.2572851768805
2017 5 5 480 M 5 48 1.93788367220863
2017 NA 4 480 M 4 48 1.93788367220863
2017 NA 4 500 M 4 50 2.211917417832
2017 5 5 530 F 5 53 2.67152911726058
2017 12 NA 870 F 12 87 13.3090934029129
2017 NA 4 470 M 4 47 1.81010244152883
2017 5 NA 530 M 5 53 2.67152911726058
2017 5 NA 540 F 5 54 2.83832339091605
2017 9 NA 570 M 9 57 3.38174321101546
2017 7 NA 590 F 7 59 3.7815218329537
2017 7 NA 600 M 7 60 3.99315479237928
2017 11 NA 680 M 11 68 5.99011239926265
2017 13 NA 730 M 13 73 7.53827820362566
2017 13 NA 740 M 13 74 7.87801614281138
2017 5 5 390 M 5 39 0.988906932046717
2017 5 5 440 M 5 44 1.46181618586472
2017 15 NA 720 M 15 72 7.2088067426723
2017 12 NA 740 M 12 74 7.87801614281138
2017 5 5 410 M 5 41 1.1628556041983
2017 NA 4 430 M 4 43 1.35688765273116
2017 NA 3 440 M 3 44 1.46181618586472
2017 5 5 440 M 5 44 1.46181618586472
2017 5 5 480 M 5 48 1.93788367220863
2017 5 5 500 M 5 50 2.211917417832
2017 NA NA 500 M NA 50 2.211917417832
2017 12 NA 670 M 12 67 5.70937350361754
2017 5 NA 450 M 5 45 1.57222478772641
2017 5 NA 490 M 5 49 2.07176930216352
2017 NA 4 510 F 4 51 2.35848688194142
2017 5 5 520 M 5 52 2.51163732167706
2017 5 5 520 F 5 52 2.51163732167706
2017 4 NA 550 F 4 55 3.01218199620338
2017 7 NA 580 F 7 58 3.57777309311576
2017 8 NA 600 F 8 60 3.99315479237928
2017 12 NA 680 M 12 68 5.99011239926265
2017 9 NA 680 M 9 68 5.99011239926265
2017 12 NA 920 F 12 92 15.9506598982204
2017 7 NA 540 M 7 54 2.83832339091605
2017 10 NA 660 M 10 66 5.43786530034535
2017 11 NA 710 F 11 71 6.8894276594403
2017 11 NA 740 F 11 74 7.87801614281138
2017 12 NA 880 F 12 88 13.8111535029212
2017 9 NA 590 M 9 59 3.7815218329537
2017 11 NA 600 M 11 60 3.99315479237928
2017 12 NA 680 M 12 68 5.99011239926265
2017 11 NA 690 M 11 69 6.28025312728565
2017 9 NA 700 M 9 70 6.57996743281805
2017 11 NA 710 M 11 71 6.8894276594403
2017 6 NA 510 F 6 51 2.35848688194142
2017 10 NA 580 F 10 58 3.57777309311576
2017 11 NA 730 M 11 73 7.53827820362566
2017 12 NA 830 F 12 83 11.4266549642213
2017 4 5 460 F 4 46 1.68826831223838
2017 NA 4 470 F 4 47 1.81010244152883
2017 24 NA 890 M 15 89 14.3261573204744
2017 23 NA 860 M 15 86 12.8197948820787
2017 9 NA 710 M 9 71 6.8894276594403
2017 5 5 460 M 5 46 1.68826831223838
2017 6 5 510 M 6 51 2.35848688194142
2017 13 NA 630 M 13 63 4.67702266680861
2017 9 NA 680 M 9 68 5.99011239926265
2017 17 NA 680 M 15 68 5.99011239926265
2017 NA 3 400 M 3 40 1.07344665337566
2017 NA 4 410 F 4 41 1.1628556041983
2017 5 5 430 F 5 43 1.35688765273116
2017 5 5 460 F 5 46 1.68826831223838
2017 5 5 460 F 5 46 1.68826831223838
2017 6 5 480 M 6 48 1.93788367220863
2017 6 NA 540 F 6 54 2.83832339091605
2017 11 NA 760 M 11 76 8.58899071880831
2017 18 NA 840 M 15 84 11.87875653776
2017 13 NA 790 M 13 79 9.73683633858673
2017 NA NA 430 M NA 43 1.35688765273116
2017 NA 4 480 F 4 48 1.93788367220863
2017 6 5 510 F 6 51 2.35848688194142
2017 9 NA 680 M 9 68 5.99011239926265
2017 6 5 500 M 6 50 2.211917417832
2017 11 NA 720 M 11 72 7.2088067426723
2017 12 NA 850 M 12 85 12.3430763038242
2017 NA 4 450 F 4 45 1.57222478772641
2017 NA 4 470 F 4 47 1.81010244152883
2017 15 NA 770 M 15 77 8.96057839996833
2017 NA 3 390 M 3 39 0.988906932046717
2017 NA 4 440 M 4 44 1.46181618586472
2017 NA 4 440 M 4 44 1.46181618586472
2017 NA NA 450 F NA 45 1.57222478772641
2017 NA 3 460 M 3 46 1.68826831223838
2017 NA 4 470 F 4 47 1.81010244152883
2017 5 5 480 F 5 48 1.93788367220863
2017 5 5 480 F 5 48 1.93788367220863
2017 5 5 490 F 5 49 2.07176930216352
2017 6 NA 500 M 6 50 2.211917417832
2017 NA 4 530 M 4 53 2.67152911726058
2017 6 NA 620 F 6 62 4.44073817924345
2017 6 5 440 M 6 44 1.46181618586472
2017 5 NA 520 M 5 52 2.51163732167706
2017 6 NA 550 M 6 55 3.01218199620338
2017 13 NA 660 M 13 66 5.43786530034535
2017 12 NA 710 M 12 71 6.8894276594403
2017 12 NA 750 M 12 75 8.22819523409709
2017 5 NA 540 F 5 54 2.83832339091605
2017 7 NA 600 M 7 60 3.99315479237928
2017 12 NA 810 F 12 81 10.5583864974726
2017 11 NA 660 M 11 66 5.43786530034535
2017 14 NA 710 M 14 71 6.8894276594403
2017 9 NA 650 M 9 65 5.17541726142047
2017 13 NA 710 M 13 71 6.8894276594403
2017 13 NA 790 M 13 79 9.73683633858673
2017 6 NA 490 F 6 49 2.07176930216352
2017 16 NA 760 M 15 76 8.58899071880831
2017 10 NA 760 F 10 76 8.58899071880831
2017 12 NA 770 M 12 77 8.96057839996833
2017 16 NA 790 M 15 79 9.73683633858673
2017 11 NA 790 M 11 79 9.73683633858673
2017 9 NA 970 F 9 97 18.9341805234779
2017 9 NA 1060 F 9 100 25.2404502582405
2017 7 NA 560 M 7 56 3.19326750770033
2017 13 NA 730 M 13 73 7.53827820362566
2017 12 NA 800 F 12 80 10.1418609605819
2017 14 NA 900 F 14 90 14.8542874913799
2017 4 NA 410 M 4 41 1.1628556041983
2017 8 NA 730 F 8 73 7.53827820362566
2017 NA 4 350 F 4 35 0.696444572404597
2017 4 NA 370 M 4 37 0.833834154955231
2017 3 NA 380 M 3 38 0.909085953634524
2017 4 NA 430 M 4 43 1.35688765273116
2017 5 NA 450 M 5 45 1.57222478772641
2017 5 NA 440 M 5 44 1.46181618586472
2017 5 NA 460 M 5 46 1.68826831223838
2017 5 NA 480 M 5 48 1.93788367220863
2017 12 NA 720 M 12 72 7.2088067426723
2017 NA NA 1060 F NA 100 25.2404502582405
2017 NA 3 340 M 3 34 0.634012449325038
2017 3 NA 400 M 3 40 1.07344665337566
2017 5 NA 400 F 5 40 1.07344665337566
2017 4 NA 420 F 4 42 1.2572851768805
2017 5 NA 600 F 5 60 3.99315479237928
2017 7 NA 750 F 7 75 8.22819523409709
2017 13 NA 740 M 13 74 7.87801614281138
2017 4 NA 430 M 4 43 1.35688765273116
2017 5 NA 430 F 5 43 1.35688765273116
2017 4 NA 440 M 4 44 1.46181618586472
2017 5 NA 440 F 5 44 1.46181618586472
2017 5 NA 500 F 5 50 2.211917417832
2017 8 NA 580 M 8 58 3.57777309311576
2017 13 NA 670 M 13 67 5.70937350361754
2017 12 NA 700 M 12 70 6.57996743281805
2017 14 NA 750 M 14 75 8.22819523409709
2017 11 NA 750 F 11 75 8.22819523409709
2017 11 NA 770 F 11 77 8.96057839996833
2017 11 NA 780 M 11 78 9.34313463667172
2017 14 NA 790 M 14 79 9.73683633858673
2017 4 NA 430 M 4 43 1.35688765273116
2017 3 NA 440 F 3 44 1.46181618586472
2017 5 NA 510 M 5 51 2.35848688194142
2017 5 NA 510 M 5 51 2.35848688194142
2017 5 NA 520 M 5 52 2.51163732167706
2017 6 NA 520 M 6 52 2.51163732167706
2017 4 NA 430 F 4 43 1.35688765273116
2017 4 NA 450 F 4 45 1.57222478772641
2017 5 NA 470 M 5 47 1.81010244152883
2017 4 NA 470 F 4 47 1.81010244152883
2017 4 NA 490 M 4 49 2.07176930216352
2017 4 NA 490 F 4 49 2.07176930216352
2017 5 NA 510 M 5 51 2.35848688194142
