"","TMB dummy","TMB dummy","TMB dummy","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp pl","TMB multi-spp re","TMB multi-spp re","TMB multi-spp re","ADMB multi-spp","ADMB multi-spp","ADMB multi-spp"
"13",0.418845166608492,0.418845166608492,0.418845166608492,0.418786514991421,0.342601664953937,0.494971365028905,0.418284123105952,0.342086075344532,0.494482170867371,0.418845,NA,NA
"14",0.523272668558917,0.523272668558917,0.523272668558917,0.523238097633536,0.43931138520375,0.607164810063322,0.523283842314056,0.439259800538999,0.607307884089113,0.523273,NA,NA
"15",0.529179222325696,0.529179222325696,0.529179222325696,0.529152496687271,0.445670594164115,0.612634399210427,0.529156532603914,0.445544099074092,0.612768966133736,0.529179,NA,NA
"16",0.249693479396931,0.249693479396931,0.249693479396931,0.249694889830883,0.180861553281854,0.318528226379911,0.249587261691271,0.180691554419664,0.318482968962878,0.249693,NA,NA
"17",0.308232973655604,0.308232973655604,0.308232973655604,0.308232888345512,0.232156567782379,0.384309208908646,0.308096067051097,0.231958886659212,0.384233247442982,0.308233,NA,NA
"18",0.405696482707058,0.405696482707058,0.405696482707058,0.405690236143,0.318988724994366,0.492391747291634,0.405406472958247,0.318593689611942,0.492219256304552,0.405696,NA,NA
"19",0.268232517219631,0.268232517219631,0.268232517219631,0.268257677463102,0.200106687631343,0.336408667294861,0.26800554444479,0.199817950816918,0.336193138072661,0.268233,NA,NA
"20",0.262109947970177,0.262109947970177,0.262109947970177,0.262168415877014,0.191650775999669,0.332686055754359,0.262078984573296,0.191512762203385,0.332645206943206,0.26211,NA,NA
"21",0.400162177329718,0.400162177329718,0.400162177329718,0.40025636780423,0.320180898491617,0.480331837116842,0.400351650955159,0.320146025833521,0.480557276076798,0.400162,NA,NA
"22",0.292447925289163,0.292447925289163,0.292447925289163,0.292526910269157,0.212398076978521,0.372655743559793,0.292250870347282,0.212070669733012,0.372431070961551,0.292448,NA,NA
"23",0.351179664620996,0.351179664620996,0.351179664620996,0.351278888930329,0.267301271066016,0.435256506794642,0.351180363185196,0.267154901366961,0.435205825003432,0.35118,NA,NA
"24",0.428078254600867,0.428078254600867,0.428078254600867,0.428187558925483,0.33509709240307,0.521278025447896,0.428037422190219,0.334885594911446,0.521189249468992,0.428078,NA,NA
"25",0.540667409500537,0.540667409500537,0.540667409500537,0.540858759545509,0.426879790789021,0.654837728301997,0.540778985835484,0.426652203112522,0.654905768558446,0.540667,NA,NA
"26",0.38698877807406,0.38698877807406,0.38698877807406,0.387061806304934,0.295426701152136,0.478696911457732,0.387365681372832,0.295562155528105,0.479169207217559,0.386989,NA,NA
"27",0.260463306327005,0.260463306327005,0.260463306327005,0.260484689133764,0.178615115550195,0.342354262717333,0.260238838006258,0.178238748455023,0.342238927557494,0.260463,NA,NA
"28",0.373298775684313,0.373298775684313,0.373298775684313,0.373290213138788,0.2898826928819,0.456697733395676,0.373692595358836,0.290089513188901,0.457295677528772,0.373299,NA,NA
"29",0.28535954640321,0.28535954640321,0.28535954640321,0.285288310167936,0.21270114853722,0.357875471798653,0.285190790085893,0.212484192247336,0.357897387924449,0.28536,NA,NA
"30",0.249646389831047,0.249646389831047,0.249646389831047,0.24954430178157,0.177896518054489,0.321192085508651,0.249714733735982,0.177920611597775,0.32150885587419,0.249646,NA,NA
"31",0.320263591321815,0.320263591321815,0.320263591321815,0.320111748803164,0.245218555390533,0.395004942215796,0.320116212383024,0.245124296658916,0.395108128107132,0.320264,NA,NA
"32",0.277861635733521,0.277861635733521,0.277861635733521,0.277685421411657,0.195793819511597,0.359577023311718,0.277568100329314,0.195592435267988,0.35954376539064,0.277862,NA,NA
"33",0.185691073442123,0.185691073442123,0.185691073442123,0.185566865204169,0.115884878281656,0.255248852126681,0.185459924594897,0.115487804450433,0.25543204473936,0.185691,NA,NA
"34",0.332428434103322,0.332428434103322,0.332428434103322,0.33220442276195,0.236391384908737,0.428017460615163,0.332608203329722,0.23648708561121,0.428729321048235,0.332428,NA,NA
"35",0.304879161009865,0.304879161009865,0.304879161009865,0.304655437733466,0.206367471885023,0.402943403581908,0.304012444123706,0.205675841084421,0.402349047162991,0.304879,NA,NA
"36",0.243235415927796,0.243235415927796,0.243235415927796,0.243023489768397,0.145161591721309,0.340885387815485,0.24272527042633,0.1447985541368,0.34065198671586,0.243235,NA,NA
"37",0.199574860993525,0.199574860993525,0.199574860993525,0.199331374879771,0.0838569855500017,0.31480576420954,0.199429449728408,0.0834008628290443,0.315458036627771,0.199575,NA,NA
"38",0.334904271057256,0.334904271057256,0.334904271057256,0.334547322977833,0.109769345064743,0.559325300890922,0.337346050304605,0.108074147124704,0.566617953484507,0.334904,NA,NA
"39",0.22561969869166,0.22561969869166,0.22561969869166,0.225433504553665,-0.0123935831485219,0.463260592255852,0.225769773864491,-0.0143185123363437,0.465858060065326,0.22562,NA,NA
