0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
##=========================== 1982  ===========================   
0 0 0 0.095
1.84 0 0 0.3567
5.2167 0 0 0.7216
10.493 0 0 1.1756
11.5612 0 0 1.0881
20.6711 0 0 4.4622
38.0084 0 0 2.3145
53.655 0 0 3.134
48.55 0 0 3.77
25.225 0 0 7.6682
66.2567 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 32.1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 2.89
##=========================== 1984  ===========================   
0 0 0 0.17
1.0577 0 0 0.5986
6.1903 0 0 0.987
10.9723 0 0 3.4615
15.9429 0 0.542 4.144
17.416 0 0 6.0419
22.1208 0 0 7.218
25.7308 0 0 10.3464
72.826 0 0 7.4232
37.1483 0 0 6.3417
66.88 0 0 16.445
68.47 0 0 24.0925
69.52 0 0 14.8967
75.977 0 0 17.3715
0 0 0 22.1467
0 0 0 11.36
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 68.3014
##=========================== 1985  ===========================   
0.83 0 0 0.35
4.0567 0 0 0.4838
5.2029 0 0 0.583
7.9144 0 0 0.7795
8.5323 0 0 1.4033
20.289 0 0 3.2899
27.0552 0 0 3.429
34.0253 0 0 3.5043
37.4086 0 0 2.0745
43.18 0 0 7.04
29.24 0 0 1.91
44.12 0 1.683 0.3254
17.36 0 0 3.2667
13.98 0 0 1.898
0 0 0 4.53
63.83 0 0 2.87
0 0 0 0
0 0 0 6.6833
0 0 0 0
26.61 0 0 0.29
29.385 0 0 0.08
##=========================== 1986  ===========================   
0 0 0 0
0 0 0 0.3844
0 0 0 0.4857
12.35 0 0 0.999
20.96 0 4.8 1.9723
35.2 0 0 2.0438
35.2533 0 0 2.2594
22.926 0 0 5.6429
44.64 0 0 0.8
39.6 0 0 7.6907
39.8 0 0 5.8
40.5 0 0 0.8
0 0 0 0
0 0 0 0
0 0 0 0.4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
177.9013 0 0 7.798
##=========================== 1987  ===========================   
0 0 0 0
0 0 0 0.7494
0 0 0 0.61
0 0 0 0.5167
4.3 0 0 1.86
53.0667 0 0 1.5
30.35 0 0 7.0583
54.1 0 0 3.4667
41.9 0 0 0.9333
11.4 0 0 2.68
70.1 0 0 5.5571
74.1 0 0 0.206
48.15 0 0 0
35.5 0 0 11.3
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
26.3 0 0 0
##=========================== 1988  ===========================   
0 0 0 0
0 0 0 0.6541
6.852 0 0 0.9352
0 0 0 3.42
7.475 7.3 0 3.1286
9.1876 0 0 3.8244
27.4286 0 0 8.7864
21.4 0 4.588 7.092
11.7 0 0 11
45.0688 0 0 23.075
89.3 0 0 30.0091
0 0 0 99.1
0 0 0 0.9
76.7 0 0 8
13.7 0 0 6.7667
0 0 0 0
0 0 0 0
73.9 0 0 0
0 0 0 0
0 0 0 54.1
359.1 0 0 42.4
##=========================== 1989  ===========================   
0 0 0 0
0 0 0 0.4846
0 0 0 1.0623
11.2053 0 0 1.8001
11.5251 0 0 4.3861
15.3565 0 0 2.7795
21.595 0 0 7.6488
20.8578 0 0 5.2361
27.9507 0 0 7.3158
10.887 0 0 21.5633
55.15 0 0 10.25
29.2707 0 0 6.394
97.3 0 0 9.4
100.4 0 0 15.5
0 0 0 0
10.23 0 0 6.27
0 0 0 0
14 0 0 0
0 0 0 0
101.1 0 0 14.7
88 0 0 4.1
##=========================== 1990  ===========================   
0 0 0 0
0 0 0 0.5
11.1333 0 0 1.753
9.7667 0 0 2.7584
22.3 0 0 1.72
14.525 0 0 2.383
16.1507 0 0 3.1003
49.55 0 0 0
61.1 0 0 8.775
32.5286 0 0 43.7333
49.909 0 0 11.0887
32.3 0 0 3.9
21.2 0 0 3.2067
0 0 0 54
0 0 0 0.1
0 0 0 0
0 0 0 0
27 0 0 0
0 0 0 0
25.4 0 0 0
134.7028 0 0 32.5938
##=========================== 1991  ===========================   
0 0 0 0
0 0 0 0.4
0.9 0 0 1.35
0 0 0 1.3077
8.86 0 0 6.7462
26.9654 0 0 11.6677
36.8625 0 0 10.6382
36.95 0 0 11.4722
58.508 0 0 8.0857
90.8333 0 0 6.2333
46.512 0 0 16.422
39.2717 0 0 15.5142
37.9333 0 0 1.0333
58.907 0 0 21.4857
52.8 0 0 14.0333
43.11 0 0 19.5257
0 0 0 0
0 0 0 21.25
0 0 0 0
76.15 0 0 0
76.8125 0 0 29.5
##=========================== 1992  ===========================   
0 0 0 0.6
0 0 0 0.6571
0 0 0 1.2155
18.7 0 0 3.1727
18.1667 0 0 2.9605
11.5359 0 18.1 3.5585
14.2399 0 0 8.887
17.8954 0 0 7.1715
29.7109 0 0 8.9033
22.2804 0 0 11.7499
34.6612 0 0 12.9055
38.9889 0 0 9.4111
45.725 0 0 7.25
89.0667 0 0 11.28
38.8 0 0 8.1
41.6 0 0 12.725
0 0 0 0
57.9305 0 0 12.2097
0 0 0 0
62.325 0 0 3.1
167.707 0 0 9.9241
##=========================== 1993  ===========================   
0 0 0 0.23
2.725 0 0 0.7641
0.4 0 0 0.734
3.1186 0 0 1.9822
8.3335 0 0 1.5737
8.7105 0 0 4.362
12.3754 0 0 2.4708
9.7926 0 0 1.8058
17.641 0 0 7.4451
29.0694 0 0 5.1778
69.9135 0 0 3.9014
49.33 0 0 11.8688
64.8639 0 0 1.214
72.9098 0 0 17.2267
51.2133 0 0 17.703
11.014 0 0 18.1247
0 0 0 0
0 0 0 25.433
0 0 0 0
109.7567 0 0 0
231.2 0 0 3.605
##=========================== 1994  ===========================   
0 0 0 4.33
3.2533 0 0 0.4615
4.4471 0 0 0.9522
5.7526 0 0 2.1801
6.3224 0 0 2.824
10.4686 0 0 4.1198
11.807 0 0 6.1043
7.9914 0 0 1.799
13.6571 0 0 6.5221
14.4486 0 0 2.3531
